62	1a3zA00|chain:A	70	1a4aA00|chain:A	111	446	0
63	1a40A02|chain:A	199	1agjA02|chain:A	122	451	0
64	1a41A01|chain:A	65	1a41A02|chain:A	95	422	0
65	1a41A02|chain:A	345	1avyB00|chain:B	71	331	0
66	1a44A00|chain:A	114	1a7sA01|chain:A	138	460	0
67	1a45A01|chain:A	109	1a7hA00|chain:A	60	286	0
68	1a48A01|chain:A	118	1a7wA00|chain:A	79	375	0
69	1a49A01|chain:A	59	1a3wA01|chain:A	116	420	0
70	1a4aA00|chain:A	311	1atrA03|chain:A	94	423	0
71	1a52A00|chain:A	211	1aihA00|chain:A	178	443	0
72	1a57A00|chain:A	106	1a79A02|chain:A	83	385	0
73	1a59A02|chain:A	372	1b04A03|chain:A	80	372	0
74	1a5aA00|chain:A	76	1a5eA00|chain:A	191	444	0
75	1a5aB02|chain:B	13	1a04A01|chain:A	162	445	0
76	1a5eA00|chain:A	23	1a0pA01|chain:A	115	446	0
77	1a5iA02|chain:A	115	1a7sA02|chain:A	80	384	0
78	1a5jA01|chain:A	285	1aq5A00|chain:A	42	155	0
79	1a5kC02|chain:C	183	1af0A01|chain:A	287	372	0
80	1a5tA01|chain:A	82	1a5tA03|chain:A	126	454	0
81	1a5tA02|chain:A	33	1a1iA01|chain:A	31	74	0
82	1a5tA03|chain:A	424	1b4rA00|chain:A	84	392	0
83	1a5yA00|chain:A	222	1aj5A00|chain:A	215	435	0
84	1a5zA02|chain:A	208	1ahjB01|chain:B	124	453	0
85	1a62A01|chain:A	369	1b01A00|chain:A	32	95	0
86	1a62A02|chain:A	338	1avaA02|chain:A	53	222	0
87	1a65A01|chain:A	180	1ae2A00|chain:A	100	431	0
88	1a66A00|chain:A	174	1adjB02|chain:B	130	453	0
89	1a68A00|chain:A	487	1balA00|chain:A	62	308	0
90	1a6aB01|chain:B	25336	4d8pB01|chain:B	48	253	3
91	1a6aB02|chain:B	260	1ao7B00|chain:B	66	336	0
92	1a6cA01|chain:A	305	1at9A00|chain:A	262	403	0
93	1a6cA02|chain:A	104	1a78A00|chain:A	122	452	0
94	1a6dA03|chain:A	375	1b0nA00|chain:A	112	448	0
95	1a6fA00|chain:A	207	1ah9A00|chain:A	83	385	0
96	1a6jB00|chain:B	146	1a9xA08|chain:A	115	446	0
97	1a6lA00|chain:A	452	1b7yB01|chain:B	78	370	0
98	1a6sA00|chain:A	215	1aipH03|chain:H	64	302	0
99	1a6zA01|chain:A	472	1b9mB01|chain:B	135	464	0
100	1a70A00|chain:A	214	1aipE03|chain:E	71	340	0
101	1a73A00|chain:A	424	1b4rA00|chain:A	121	454	0
102	1a75A00|chain:A	191	1afiA00|chain:A	77	365	0
103	1a76A01|chain:A	366	1azsC02|chain:C	154	457	0
104	1a78A00|chain:A	281	1apsA00|chain:A	101	433	0
105	1a79A01|chain:A	191	1afiA00|chain:A	74	348	0
106	1a79A02|chain:A	481	1ba5A00|chain:A	52	235	0
107	1a7eA00|chain:A	154	1aabA00|chain:A	86	395	0
108	1a7gE00|chain:E	193	1afpA00|chain:A	61	286	0
109	1a7hA00|chain:A	67	1a45A01|chain:A	60	291	0
110	1a7iA00|chain:A	33	1a1iA01|chain:A	46	179	0
111	1a7jA00|chain:A	55	1a3cA00|chain:A	210	435	0
112	1a7lA02|chain:A	47	1a2tA00|chain:A	150	462	0
113	1a7mA00|chain:A	10	1a00B00|chain:B	133	455	0
114	1a7sA01|chain:A	368	1azzA01|chain:A	77	379	0
115	1a7sA02|chain:A	77	1a5iA02|chain:A	80	367	0
116	1a7tA00|chain:A	249	1amuA02|chain:A	171	454	0
117	1a7vA00|chain:A	102	1a75A00|chain:A	90	410	0
118	1a7wA00|chain:A	215	1aipH03|chain:H	47	208	0
119	1a80A00|chain:A	240	1am2A00|chain:A	207	431	0
120	1a87A01|chain:A	207	1ah9A00|chain:A	72	338	0
121	1a87A02|chain:A	262	1aoaA01|chain:A	149	458	0
122	1a8dA01|chain:A	63	1a40A02|chain:A	181	440	0
123	1a8dA02|chain:A	22	1a0iA03|chain:A	154	454	0
124	1a8lA01|chain:A	216	1aisA02|chain:A	87	393	0
125	1a8lA02|chain:A	118	1a7wA00|chain:A	79	367	0
126	1a8mA00|chain:A	239	1alyA00|chain:A	111	446	0
127	1a8pA01|chain:A	85	1a62A01|chain:A	68	328	0
128	1a8rA01|chain:A	85	1a62A01|chain:A	62	290	0
129	1a8rA02|chain:A	375	1b0nA00|chain:A	102	435	0
130	1a8uA00|chain:A	103	1a76A01|chain:A	208	434	0
131	1a90A00|chain:A	11	1a02F00|chain:F	81	373	0
132	1a92A00|chain:A	285	1aq5A00|chain:A	37	120	0
133	1a94A00|chain:A	142	1a9xA03|chain:A	72	341	0
134	1a97B00|chain:B	474	1b9rA00|chain:A	110	445	0
135	1a99A01|chain:A	124	1a8lA01|chain:A	121	448	0
136	1a99A02|chain:A	216	1aisA02|chain:A	126	446	0
137	1a9nC00|chain:C	218	1aisB02|chain:B	129	456	0
138	1a9nD00|chain:D	338	1avaA02|chain:A	70	324	0
139	1a9vA00|chain:A	216	1aisA02|chain:A	97	426	0
140	1a9xA01|chain:A	381	1b12A02|chain:A	85	392	0
141	1a9xA02|chain:A	144	1a9xA06|chain:A	133	402	0
142	1a9xA03|chain:A	145	1a9xA07|chain:A	53	230	0
143	1a9xA04|chain:A	188	1af8A00|chain:A	108	437	0
144	1a9xA06|chain:A	141	1a9xA02|chain:A	133	422	0
145	1a9xA07|chain:A	314	1atyA00|chain:A	42	150	0
146	1a9xA08|chain:A	28	1a10I00|chain:I	79	366	0
147	1a9xB01|chain:B	306	1atgA01|chain:A	109	441	0
148	1a9xB02|chain:B	68	1a48A01|chain:A	171	446	0
149	1a9yA02|chain:A	9	19hcA02|chain:A	159	452	0
150	1aa0A00|chain:A	345	1avyB00|chain:B	63	329	39
151	1aa1B02|chain:B	165	1acoA01|chain:A	234	417	0
152	1aa6A03|chain:A	255	1anuA00|chain:A	142	453	0
153	1aa7A02|chain:A	12	1a02J00|chain:J	58	265	0
154	1aabA00|chain:A	26	1a0rP02|chain:P	63	288	0
155	1aalB00|chain:B	33	1a1iA01|chain:A	42	155	0
156	1aamA02|chain:A	344	1avwB00|chain:B	201	431	0
157	1aazA00|chain:A	106	1a79A02|chain:A	66	306	0
158	1ab5A00|chain:A	217	1aisB01|chain:B	91	413	0
159	1ab8A00|chain:A	333	1auzA00|chain:A	134	461	0
160	1abeA01|chain:A	275	1aoyA00|chain:A	101	435	0
161	1abvA00|chain:A	341	1avoA00|chain:A	77	363	0
162	1ac1A00|chain:A	70	1a4aA00|chain:A	140	459	0
163	1ac5A00|chain:A	83	1a5yA00|chain:A	368	303	0
164	1accA02|chain:A	150	1aa0A00|chain:A	143	460	0
165	1acoA01|chain:A	76	1a5eA00|chain:A	149	454	0
166	1act000|chain:_	37	1a1vA02|chain:A	164	453	0
167	1acxA00|chain:A	233	1akpA00|chain:A	69	361	0
168	1ad1A00|chain:A	10	1a00B00|chain:B	197	438	0
169	1ad2A01|chain:A	29153	4wweA01|chain:A	82	386	20
170	1ad6A00|chain:A	45	1a2oA01|chain:A	137	457	0
171	1adeA01|chain:A	21	1a0iA02|chain:A	120	450	0
172	1adeA02|chain:A	174	1adjB02|chain:B	75	349	0
173	1adeA03|chain:A	309	1atiB02|chain:B	123	451	0
174	1adjB02|chain:B	487	1balA00|chain:A	66	324	0
175	1adnA00|chain:A	409	1b3qA01|chain:A	69	318	0
176	1adoA00|chain:A	60	1a3wA02|chain:A	274	380	0
177	1adqA01|chain:A	348	1awjA00|chain:A	75	352	0
178	1aduB02|chain:B	102	1a75A00|chain:A	107	440	0
179	1ae1A00|chain:A	136	1a99A02|chain:A	181	441	0
180	1ae2A00|chain:A	338	1avaA02|chain:A	64	301	0
181	1ae9A00|chain:A	333	1auzA00|chain:A	129	454	0
182	1aepA00|chain:A	370	1b04A01|chain:A	114	450	0
183	1af0A01|chain:A	171	1adeA01|chain:A	175	443	0
184	1af5A00|chain:A	106	1a79A02|chain:A	93	420	0
185	1af6A00|chain:A	27	1a0sP00|chain:P	313	317	0
186	1af7A01|chain:A	297	1aroP02|chain:P	60	276	0
187	1af7A02|chain:A	82	1a5tA03|chain:A	142	451	0
188	1af8A00|chain:A	256	1anxA04|chain:A	63	297	0
189	1afb100|chain:1	30628	5jq1A00|chain:A	107	433	5
190	1afcA00|chain:A	417	1b48A01|chain:A	94	423	0
191	1afiA00|chain:A	328	1auvA01|chain:A	53	239	0
192	1afoA00|chain:A	33	1a1iA01|chain:A	33	84	0
193	1afpA00|chain:A	490	1bbgA00|chain:A	37	127	0
194	1afsA00|chain:A	119	1a80A00|chain:A	213	345	0
195	1afwB01|chain:B	493	1bbuA01|chain:A	156	449	0
196	1ag4A00|chain:A	364	1azpA00|chain:A	74	359	0
197	1aggA00|chain:A	490	1bbgA00|chain:A	34	107	0
198	1agjA01|chain:A	281	1apsA00|chain:A	98	430	0
199	1agjA02|chain:A	106	1a79A02|chain:A	80	372	0
200	1agqB00|chain:B	85	1a62A01|chain:A	71	335	0
201	1agrH01|chain:H	478	1b9xC02|chain:C	30	62	0
202	1agxA01|chain:A	479	1ba2A01|chain:A	156	452	0
203	1agyA00|chain:A	463	1b8qA00|chain:A	145	454	0
204	1ah1A00|chain:A	128	1a8rA01|chain:A	97	424	0
205	1ah5A03|chain:A	85	1a62A01|chain:A	64	298	0
206	1ah7A00|chain:A	113	1a7mA00|chain:A	183	441	0
207	1ah9A00|chain:A	477	1b9wA02|chain:A	53	233	0
208	1ahjB01|chain:B	452	1b7yB01|chain:B	80	378	0
209	1ahlA00|chain:A	33	1a1iA01|chain:A	39	124	0
210	1ahsA00|chain:A	34	1a1rA02|chain:A	95	422	0
211	1aihA00|chain:A	125	1a8lA02|chain:A	127	451	0
212	1ailA00|chain:A	214	1aipE03|chain:E	53	227	0
213	1aipA01|chain:A	355	1axiB02|chain:B	136	462	0
214	1aipE03|chain:E	392	1b23P03|chain:P	40	135	36
215	1aipH03|chain:H	369	1b01A00|chain:A	40	131	0
216	1aisA02|chain:A	341	1avoA00|chain:A	64	303	0
217	1aisB01|chain:B	218	1aisB02|chain:B	73	343	0
218	1aisB02|chain:B	78	1a5jA01|chain:A	68	321	0
219	1aiwA00|chain:A	450	1b7tA02|chain:A	47	195	0
220	1aj3A00|chain:A	215	1aipH03|chain:H	72	340	0
221	1aj4A00|chain:A	278	1ap4A00|chain:A	76	332	58
222	1aj5A00|chain:A	284	1aq3A00|chain:A	130	457	0
223	1aj6A00|chain:A	158	1ab5A00|chain:A	146	461	0
224	1ajaB00|chain:B	130	1a8uA00|chain:A	327	320	0
225	1ajoA00|chain:A	46	1a2pA00|chain:A	160	457	0
226	1ajqB01|chain:B	497	1bccA02|chain:A	229	422	0
227	1ajwA00|chain:A	131	1a90A00|chain:A	107	441	0
228	1ak0A00|chain:A	63	1a40A02|chain:A	197	440	0
229	1ak2A00|chain:A	17518	3cm0A00|chain:A	132	365	1
230	1ak6A00|chain:A	107	1a7eA00|chain:A	127	448	0
231	1akhB00|chain:B	12	1a02J00|chain:J	57	261	0
232	1akoA00|chain:A	55	1a3cA00|chain:A	202	441	0
233	1akpA00|chain:A	167	1acxA00|chain:A	69	358	0
234	1akqA00|chain:A	188	1af8A00|chain:A	107	437	0
235	1al0B00|chain:B	201	1agrH01|chain:H	37	113	0
236	1al3A01|chain:A	424	1b4rA00|chain:A	72	350	0
237	1alo006|chain:_	142	1a9xA03|chain:A	93	421	0
238	1aluA00|chain:A	23	1a0pA01|chain:A	117	447	0
239	1alyA00|chain:A	236	1al3A01|chain:A	109	443	0
240	1am2A00|chain:A	146	1a9xA08|chain:A	133	457	0
241	1am4A00|chain:A	342	1avoB00|chain:B	147	456	0
242	1am5A02|chain:A	205	1ah5A03|chain:A	113	449	0
243	1am7A00|chain:A	18	1a0hA01|chain:A	114	445	0
244	1ameA00|chain:A	314	1atyA00|chain:A	49	209	0
245	1amiA02|chain:A	153	1aa7A02|chain:A	83	384	0
246	1amiA04|chain:A	51	1a31A03|chain:A	165	450	0
247	1amlA00|chain:A	201	1agrH01|chain:H	33	83	0
248	1amuA01|chain:A	133	1a94A00|chain:A	122	451	0
249	1amuA02|chain:A	153	1aa7A02|chain:A	105	439	0
250	1amuA03|chain:A	85	1a62A01|chain:A	59	274	0
251	1amuA04|chain:A	327	1auuA00|chain:A	71	336	0
252	1an2A00|chain:A	29	1a15A00|chain:A	63	295	0
253	1an8A02|chain:A	349	1awoA00|chain:A	57	256	0
254	1an9A02|chain:A	133	1a94A00|chain:A	106	441	0
255	1anuA00|chain:A	236	1al3A01|chain:A	100	432	0
256	1anxA04|chain:A	273	1aowA02|chain:A	51	231	0
257	1ao0A01|chain:A	480	1ba3A02|chain:A	226	418	0
258	1ao0A02|chain:A	118	1a7wA00|chain:A	97	429	0
259	1ao5A02|chain:A	115	1a7sA02|chain:A	80	382	0
260	1ao7B00|chain:B	91	1a6aB02|chain:B	66	336	0
261	1ao8A00|chain:A	333	1auzA00|chain:A	121	457	0
262	1aoaA01|chain:A	391	1b22A00|chain:A	88	396	0
263	1aoaA02|chain:A	14	1a04A02|chain:A	96	424	0
264	1aocA00|chain:A	169	1ad2A01|chain:A	128	453	0
265	1aoeA00|chain:A	261	1ao8A00|chain:A	137	452	0
266	1aogA02|chain:A	157	1aazA00|chain:A	88	401	0
267	1aogB01|chain:B	4641	1onfA01|chain:A	142	355	3
268	1aolA00|chain:A	101	1a73A00|chain:A	174	458	0
269	1aooA00|chain:A	477	1b9wA02|chain:A	32	84	0
270	1aopA02|chain:A	42	1a21B02|chain:B	107	441	0
271	1aorA02|chain:A	395	1b25A02|chain:A	118	442	0
272	1aorA03|chain:A	396	1b25A03|chain:A	149	451	0
273	1aowA02|chain:A	256	1anxA04|chain:A	51	243	0
274	1aoxA00|chain:A	72	1a57A00|chain:A	150	456	0
275	1aoyA00|chain:A	345	1avyB00|chain:B	54	264	0
276	1aozA02|chain:A	184	1af5A00|chain:A	155	456	0
277	1aozA03|chain:A	190	1afcA00|chain:A	163	458	0
278	1ap4A00|chain:A	273	1aowA02|chain:A	67	313	0
279	1ap8A00|chain:A	129	1a8rA02|chain:A	158	452	0
280	1apjA00|chain:A	197	1aggA00|chain:A	56	247	0
281	1apsA00|chain:A	410	1b3qA04|chain:A	74	343	0
282	1apyB00|chain:B	146	1a9xA08|chain:A	106	442	0
283	1aq0A00|chain:A	203	1agyA00|chain:A	232	418	0
284	1aq3A00|chain:A	473	1b9mB02|chain:B	96	425	0
285	1aq5A00|chain:A	132	1a92A00|chain:A	37	105	0
286	1aqaA00|chain:A	487	1balA00|chain:A	60	291	0
287	1aqbA00|chain:A	426	1b4uA00|chain:A	131	458	0
288	1aqcB00|chain:B	186	1af7A01|chain:A	92	409	0
289	1aqiA02|chain:A	174	1adjB02|chain:B	125	451	0
290	1aqlA00|chain:A	74	1a5aA00|chain:A	405	264	0
291	1aqtA01|chain:A	214	1aipE03|chain:E	64	309	0
292	1aqzA00|chain:A	291	1aqtA01|chain:A	106	442	0
293	1ar0A00|chain:A	373	1b06A01|chain:A	95	423	0
294	1arbA01|chain:A	209	1ahlA00|chain:A	93	414	0
295	1arbA02|chain:A	167	1acxA00|chain:A	102	436	0
296	1aroL00|chain:L	100	1a70A00|chain:A	110	445	0
297	1aroP02|chain:P	369	1b01A00|chain:A	37	105	0
298	1aroP03|chain:P	21	1a0iA02|chain:A	112	446	0
299	1aroP05|chain:P	270	1aopA02|chain:A	155	455	0
300	1as4A02|chain:A	243	1am7A00|chain:A	166	449	0
301	1ashA00|chain:A	220	1aj3A00|chain:A	110	443	0
302	1asuA00|chain:A	288	1aqcB00|chain:B	122	457	0
303	1at0A00|chain:A	218	1aisB02|chain:B	105	437	0
304	1at3A00|chain:A	76	1a5eA00|chain:A	159	440	0
305	1at9A00|chain:A	509	1bctA00|chain:A	161	425	58
306	1atgA01|chain:A	442	1b6sA01|chain:A	91	410	0
307	1atgA02|chain:A	412	1b3qB03|chain:B	80	378	0
308	1atiB01|chain:B	223	1aj6A00|chain:A	230	415	0
309	1atiB02|chain:B	452	1b7yB01|chain:B	82	382	0
310	1atnD00|chain:D	10	1a00B00|chain:B	195	441	0
311	1atrA03|chain:A	415	1b43A02|chain:A	64	309	0
312	1attA01|chain:A	218	1aisB02|chain:B	102	435	0
313	1attB02|chain:B	300	1as4A02|chain:A	169	418	0
314	1atyA00|chain:A	192	1afoA00|chain:A	37	105	0
315	1atzB00|chain:B	453	1b7yB02|chain:B	140	460	0
316	1au7A01|chain:A	441	1b6qA00|chain:A	52	239	0
317	1auaA01|chain:A	160	1abeA01|chain:A	159	454	0
318	1aueB00|chain:B	118	1a7wA00|chain:A	70	322	0
319	1augA00|chain:A	49	1a2zA00|chain:A	137	409	0
320	1auiA00|chain:A	241	1am4A00|chain:A	287	378	0
321	1aukA01|chain:A	25890	4fdiA01|chain:A	245	230	1
322	1aukA02|chain:A	341	1avoA00|chain:A	73	341	0
323	1aunA00|chain:A	368	1azzA01|chain:A	158	465	0
324	1auoA00|chain:A	469	1b9hA02|chain:A	159	447	0
325	1auqA00|chain:A	288	1aqcB00|chain:B	155	455	0
326	1autC01|chain:C	114	1a7sA01|chain:A	94	419	0
327	1auuA00|chain:A	201	1agrH01|chain:H	42	151	0
328	1auvA01|chain:A	85	1a62A01|chain:A	45	176	0
329	1auvA03|chain:A	273	1aowA02|chain:A	78	363	0
330	1auvB02|chain:B	100	1a70A00|chain:A	86	392	0
331	1auwA02|chain:A	352	1ax8A00|chain:A	169	446	0
332	1auyB00|chain:B	36	1a1vA01|chain:A	141	458	0
333	1auzA00|chain:A	435	1b64A00|chain:A	86	392	0
334	1av1A00|chain:A	22657	3r2pA01|chain:A	146	442	84
335	1av4A03|chain:A	48	1a2vA03|chain:A	273	219	0
336	1av5A00|chain:A	32	1a1aB00|chain:B	86	385	0
337	1avaA01|chain:A	394	1b25A01|chain:A	260	408	0
338	1avaA02|chain:A	285	1aq5A00|chain:A	45	170	0
339	1avcA07|chain:A	197	1aggA00|chain:A	57	252	0
340	1avgI00|chain:I	58	1a3qA02|chain:A	109	443	0
341	1avoA00|chain:A	11	1a02F00|chain:F	45	173	0
342	1avoB00|chain:B	311	1atrA03|chain:A	103	437	0
343	1avvA00|chain:A	14	1a04A02|chain:A	74	343	0
344	1avwB00|chain:B	72	1a57A00|chain:A	128	452	0
345	1avyB00|chain:B	6519	1v1hA02|chain:A	27	97	16
346	1aw7A01|chain:A	108	1a7gE00|chain:E	91	410	0
347	1aw8B00|chain:B	153	1aa7A02|chain:A	68	319	0
348	1awjA00|chain:A	349	1awoA00|chain:A	55	259	0
349	1awoA00|chain:A	209	1ahlA00|chain:A	44	164	0
350	1ax4A01|chain:A	174	1adjB02|chain:B	150	460	0
351	1ax4A02|chain:A	94	1a6dA03|chain:A	196	439	0
352	1ax8A00|chain:A	23	1a0pA01|chain:A	96	424	0
353	1axdA02|chain:A	191	1afiA00|chain:A	91	409	0
354	1axiB01|chain:B	489	1bazC00|chain:C	65	305	0
355	1axiB02|chain:B	14	1a04A02|chain:A	76	352	0
356	1ay9A00|chain:A	410	1b3qA04|chain:A	80	374	0
357	1ayaA00|chain:A	32	1a1aB00|chain:B	74	348	0
358	1ayeA01|chain:A	28	1a10I00|chain:I	74	344	0
359	1ayeA02|chain:A	394	1b25A01|chain:A	226	412	0
360	1ayjA00|chain:A	269	1aooA00|chain:A	38	125	0
361	1ayoA00|chain:A	39	1a1wA00|chain:A	98	426	0
362	1ayrB02|chain:B	361	1ayoA00|chain:A	133	460	0
363	1azoA00|chain:A	54	1a3aC00|chain:C	157	442	0
364	1azpA00|chain:A	35	1a1tA00|chain:A	50	206	0
365	1azsA00|chain:A	45	1a2oA01|chain:A	141	456	0
366	1azsC02|chain:C	180	1ae2A00|chain:A	84	386	0
367	1azwA00|chain:A	130	1a8uA00|chain:A	233	408	0
368	1azzA01|chain:A	114	1a7sA01|chain:A	77	378	0
369	1b01A00|chain:A	85	1a62A01|chain:A	32	86	0
370	1b04A01|chain:A	128	1a8rA01|chain:A	94	423	0
371	1b04A02|chain:A	11	1a02F00|chain:F	74	344	0
372	1b04A03|chain:A	11	1a02F00|chain:F	47	191	0
373	1b06A01|chain:A	132	1a92A00|chain:A	51	216	0
374	1b0bA00|chain:A	98	1a6sA00|chain:A	105	439	0
375	1b0nA00|chain:A	369	1b01A00|chain:A	76	358	0
376	1b0uA00|chain:A	30297	5gkoA01|chain:A	177	399	4
377	1b0yA00|chain:A	197	1aggA00|chain:A	64	299	0
378	1b0zA01|chain:A	312	1attA01|chain:A	168	450	0
379	1b0zA02|chain:A	333	1auzA00|chain:A	134	456	0
380	1b10A00|chain:A	12338	2ktmA00|chain:A	48	259	11
381	1b12A02|chain:A	487	1balA00|chain:A	56	253	0
382	1b12C01|chain:C	118	1a7wA00|chain:A	91	404	0
383	1b1aA00|chain:A	13	1a04A01|chain:A	101	432	0
384	1b1cA00|chain:A	234	1akqA00|chain:A	120	448	0
385	1b1eA00|chain:A	14	1a04A02|chain:A	95	417	0
386	1b1uA00|chain:A	28	1a10I00|chain:I	89	394	0
387	1b1xA02|chain:A	245	1amiA02|chain:A	119	453	0
388	1b1xA03|chain:A	54	1a3aC00|chain:C	145	466	0
389	1b1yA00|chain:A	436	1b65A00|chain:A	380	287	0
390	1b1zA02|chain:A	65	1a41A02|chain:A	102	434	0
391	1b22A00|chain:A	215	1aipH03|chain:H	51	224	0
392	1b23P03|chain:P	214	1aipE03|chain:E	40	219	36
393	1b24A01|chain:A	19	1a0hA02|chain:A	72	334	0
394	1b25A01|chain:A	234	1akqA00|chain:A	153	450	0
395	1b25A02|chain:A	271	1aorA02|chain:A	118	434	0
396	1b25A03|chain:A	272	1aorA03|chain:A	149	440	0
397	1b2rA02|chain:A	479	1ba2A01|chain:A	123	452	0
398	1b2yA01|chain:A	483	1bagA01|chain:A	299	369	0
399	1b30A00|chain:A	498	1bccB01|chain:B	225	412	0
400	1b33N01|chain:N	85	1a62A01|chain:A	42	144	0
401	1b34B00|chain:B	26	1a0rP02|chain:P	55	246	0
402	1b35A00|chain:A	332	1auyB00|chain:B	196	443	0
403	1b35B00|chain:B	249	1amuA02|chain:A	192	443	0
404	1b35C00|chain:C	136	1a99A02|chain:A	214	437	0
405	1b35D00|chain:D	85	1a62A01|chain:A	39	146	0
406	1b37A01|chain:A	240	1am2A00|chain:A	177	441	0
407	1b37A02|chain:A	234	1akqA00|chain:A	164	456	0
408	1b3mA02|chain:A	453	1b7yB02|chain:B	145	459	0
409	1b3qA01|chain:A	132	1a92A00|chain:A	45	188	0
410	1b3qA04|chain:A	285	1aq5A00|chain:A	47	196	0
411	1b3qB02|chain:B	50	1a31A02|chain:A	137	457	0
412	1b3qB03|chain:B	314	1atyA00|chain:A	51	218	0
413	1b3tA00|chain:A	291	1aqtA01|chain:A	110	444	0
414	1b3uA00|chain:A	17316	3c5wA00|chain:A	360	70	206
415	1b43A02|chain:A	201	1agrH01|chain:H	46	187	0
416	1b44D00|chain:D	207	1ah9A00|chain:A	78	365	0
417	1b48A01|chain:A	6	17gsA01|chain:A	68	323	0
418	1b48A02|chain:A	311	1atrA03|chain:A	80	373	0
419	1b4bA00|chain:A	450	1b7tA02|chain:A	50	235	0
420	1b4cA00|chain:A	441	1b6qA00|chain:A	68	320	0
421	1b4eA00|chain:A	2395	1h7nA00|chain:A	214	311	1
422	1b4pA02|chain:A	28	1a10I00|chain:I	77	363	0
423	1b4qA00|chain:A	98	1a6sA00|chain:A	79	363	0
424	1b4rA00|chain:A	473	1b9mB02|chain:B	59	276	0
425	1b4tA00|chain:A	167	1acxA00|chain:A	112	445	0
